code,Date,week,context_design,form,kind,file_number,context,post_content,imageURL,URL
202305,20230522,週一,諺語／填空,圖文,諺語老古人言/社會關係與行為,52,客家例句：會算毋會除，偷米換番薯。、華語翻譯：會算計卻不會籌劃，偷稻米卻換得番薯。比喻人算計太超過，最後反而吃虧，聰明反被聰明誤。,【四縣腔－諺語老古人言－52】會算毋會除，偷米換番薯。【voi son mˇ voi cuˇ ， teu′ mi‵ von fan′ suˇ】會算計卻不會籌劃，偷稻米卻換得番薯。比喻人算計太超過，最後反而吃虧，聰明反被聰明誤。學習更多客語：哈客網路學院；哈客網路學院；每日一客語；逐日一客語；客家委員會；客家話好簡單；hahkka；hakkalanguage,https://elearning.hakka.gov.tw/base/10001/door//%E5%BB%A3%E5%91%8A%E8%BC%AA%E6%92%AD%E5%8D%80/0522-52.jpg,https://elearning.hakka.gov.tw/base/10001/door//2023.05/11-30%E8%99%9F/52.m4a
202305,20230521,週日,圖文,圖文,居家生活,51,客家單字：炒、客家音標：cau‵、客家例句：阿爸炒个菜還香哦！、華語翻譯：爸爸炒的菜好香哦！,【四縣腔－居家生活－51】阿爸炒个菜還香哦！【a′ ba′ cau‵ ge coi hanˇ hiong′ o′】爸爸是廚師，烹調技巧很好，在料理時，更是能善用各種調味料，讓菜餚的香氣聞起來非常誘人啊～學習更多客語：哈客網路學院；哈客網路學院；每日一客語；逐日一客語；客家委員會；客家話好簡單；hahkka；hakkalanguage,https://elearning.hakka.gov.tw/base/10001/door//%E5%BB%A3%E5%91%8A%E8%BC%AA%E6%92%AD%E5%8D%80/0521-51.jpg,https://elearning.hakka.gov.tw/base/10001/door//2023.05/11-30%E8%99%9F/51.m4a
202305,20230520,週六,攝影,照片,抽象概念與形容,50,客家例句：這冷氣會自動關忒。、華語翻譯：這冷氣會自動關掉。,【四縣腔－抽象概念與形容－50】這冷氣會自動關忒。【ia‵ lang′ hi voi cii tung gon′ ted‵】許多科技產品都有預設關閉時間的設定，舉凡冷氣或是除濕機，一旦設定關閉的時間到了，機器設備就會自動停止運作～學習更多客語：哈客網路學院；哈客網路學院；每日一客語；逐日一客語；客家委員會；客家話好簡單；hahkka；hakkalanguage,https://elearning.hakka.gov.tw/base/10001/door//%E5%BB%A3%E5%91%8A%E8%BC%AA%E6%92%AD%E5%8D%80/0520-50.jpg,https://elearning.hakka.gov.tw/base/10001/door//2023.05/11-30%E8%99%9F/50.m4a
202305,20230519,週五,圖文,圖文,事物狀態與變化,49,客家單字：堵著、客家音標：duˇ do‵、客家例句：𠊎在市場堵著熟事个人。、華語翻譯：我在市場遇到熟識的人。,【四縣腔－事物狀態與變化－49】𠊎在市場堵著熟事个人。【ngaiˇ di sii congˇ duˇ do‵ sug sii ge nginˇ】交友圈子廣，走到哪裡都能遇到認識的人，常常一不小心就開心地聊到忘了時間呢！學習更多客語：哈客網路學院；哈客網路學院；每日一客語；逐日一客語；客家委員會；客家話好簡單；hahkka；hakkalanguage,https://elearning.hakka.gov.tw/base/10001/door//%E5%BB%A3%E5%91%8A%E8%BC%AA%E6%92%AD%E5%8D%80/0519-49.jpg,https://elearning.hakka.gov.tw/base/10001/door//2023.05/11-30%E8%99%9F/49.m4a
202305,20230518,週四,攝影,照片,外在活動與動作,48,客家例句：老弟將布鞋搓淨了。、華語翻譯：弟弟把布鞋刷洗乾淨了。,【四縣腔－外在活動與動作－48】老弟將布鞋搓淨了。【lo‵ tai′ jiong′ bu haiˇ co qiang le′】弟弟很喜歡穿著布鞋到處玩耍，雖然布鞋總是髒了又髒，但他仍經常刷洗常保持布鞋的乾淨！學習更多客語：哈客網路學院；哈客網路學院；每日一客語；逐日一客語；客家委員會；客家話好簡單；hahkka；hakkalanguage,https://elearning.hakka.gov.tw/base/10001/door//%E5%BB%A3%E5%91%8A%E8%BC%AA%E6%92%AD%E5%8D%80/0518-48.jpg,https://elearning.hakka.gov.tw/base/10001/door//2023.05/11-30%E8%99%9F/48.m4a
202305,20230517,週三,填空,圖文,心理活動與感覺,47,發怒的客語是？阿叔_______當得人驚。 叔叔生氣真讓人害怕。,【四縣腔－心理活動與感覺－47】阿叔發譴當得人驚。【a′ sug‵ fad‵ kien‵ dong′ ded‵ nginˇ giang′】人在生氣的時候，可做一些有助於減輕情緒的方法唷～例如：深呼吸、想一想生氣的後果．．．等，試著冷靜下來，理性思考，找到解決問題的方法，才不容易被情緒支配囉～學習更多客語：哈客網路學院；哈客網路學院；每日一客語；逐日一客語；客家委員會；客家話好簡單；hahkka；hakkalanguage,https://elearning.hakka.gov.tw/base/10001/door//%E5%BB%A3%E5%91%8A%E8%BC%AA%E6%92%AD%E5%8D%80/0517-47.jpg,https://elearning.hakka.gov.tw/base/10001/door//2023.05/11-30%E8%99%9F/47.m4a
202305,20230516,週二,圖文,圖文,人體與醫療,46,客家單字：消化、客家音標：seu′ fa、客家例句：食飽無睡等，對消化毋好。、華語翻譯：吃飽別躺著，對消化不好。,【四縣腔－人體醫療－46】食飽莫睡等，對消化毋好。【siid bau‵ mog soi den‵，dui seu′ fa mˇ ho‵】吃飽千萬別急著躺下，因為這樣會影響消化，建議吃飽後可以坐著，或是走動一段時間，等到食物消化一段時間後再躺下或休息唷～讓我們一起維持良好的消化系統！！學習更多客語：哈客網路學院；哈客網路學院；每日一客語；逐日一客語；客家委員會；客家話好簡單；hahkka；hakkalanguage,https://elearning.hakka.gov.tw/base/10001/door//%E5%BB%A3%E5%91%8A%E8%BC%AA%E6%92%AD%E5%8D%80/0516-46-42.jpg,https://elearning.hakka.gov.tw/base/10001/door//2023.05/11-30%E8%99%9F/46.m4a
202305,20230515,週一,諺語／填空,圖文,諺語老古人言/社會關係與行為,45,客家例句：食三粒黃豆仔，就想上西天。、華語翻譯：食黃豆仔比喻吃齋向佛。全句是說吃一點齋來修佛就想上西天，比喻道行或修行還不夠。,【四縣腔－諺語老古人言－45】食三粒黃豆仔，就想上西天。【siid sam′ liab vongˇ teu e‵，qiu xiong‵ song′ xi′ tien′】食黃豆仔比喻吃齋向佛。全句是說吃一點齋來修佛就想上西天，比喻道行或修行還不夠。學習更多客語：哈客網路學院；哈客網路學院；每日一客語；逐日一客語；客家委員會；客家話好簡單；hahkka；hakkalanguage,https://elearning.hakka.gov.tw/base/10001/door//%E5%BB%A3%E5%91%8A%E8%BC%AA%E6%92%AD%E5%8D%80/0515-45.jpg,https://elearning.hakka.gov.tw/base/10001/door//2023.05/11-30%E8%99%9F/45.m4a
202305,20230514,週日,圖文,圖文,母親節,44,客家單字：偉大、客家音標：vi′ tai、客家例句：阿姆當偉大。、華語翻譯：媽媽真偉大。,【四縣腔－母親節－44】阿姆當偉大。【a′ me′ dong′vi′ tai】今天是母親節，小編每年都會寫張卡片給媽媽，讓媽媽知道我有多愛她！！也規劃了家族旅行，做孩子的我們就是希望媽媽能夠開心呀～哈粉們呢？都用什麼方式展現你滿滿的愛呀～～歡迎以下留言～學習更多客語：哈客網路學院；哈客網路學院；每日一客語；逐日一客語；客家委員會；客家話好簡單；hahkka；hakkalanguage,https://elearning.hakka.gov.tw/base/10001/door//%E5%BB%A3%E5%91%8A%E8%BC%AA%E6%92%AD%E5%8D%80/0514-44.jpg,https://elearning.hakka.gov.tw/base/10001/door//2023.05/11-30%E8%99%9F/44.m4a
202305,20230513,週六,攝影,照片,抽象概念與形容,43,客家例句：自由自在。、華語翻譯：自由自在。,【四縣腔－抽象概念與形容－43】自由自在。【cii iuˇ cii cai 】自由自在的感覺是什麼呢？哈編希望能有足夠的自由和彈性，可以按照自己的意願和喜好行動，不受任何限制或約束！哈粉們也跟小編一樣，喜歡自由自在的感覺嗎？學習更多客語：哈客網路學院；哈客網路學院；每日一客語；逐日一客語；客家委員會；客家話好簡單；hahkka；hakkalanguage,https://elearning.hakka.gov.tw/base/10001/door//%E5%BB%A3%E5%91%8A%E8%BC%AA%E6%92%AD%E5%8D%80/0513-43.jpg,https://elearning.hakka.gov.tw/base/10001/door//2023.05/11-30%E8%99%9F/43.m4a
202305,20230512,週五,圖文,圖文,事物狀態與變化,42,客家單字：都係、客家音標：du he、客家例句：歸地泥都係若東西。、華語翻譯：整個地上都是你的東西。,【四縣腔－事物狀態與變化－42】歸地泥都係若東西。【gui′ ti naiˇ du he ngia′ dung′ xi′】不論是家裡還是外面公共區域，都要避免自己的東西散落在地面，影響到其他人唷～我們要趕緊將它收拾好～學習更多客語：哈客網路學院；哈客網路學院；每日一客語；逐日一客語；客家委員會；客家話好簡單；hahkka；hakkalanguage,https://elearning.hakka.gov.tw/base/10001/door//%E5%BB%A3%E5%91%8A%E8%BC%AA%E6%92%AD%E5%8D%80/0512-42.jpg,https://elearning.hakka.gov.tw/base/10001/door//2023.05/11-30%E8%99%9F/42.m4a
202305,20230511,週四,攝影,照片,外在活動與動作,41,客家例句：厥衫分鉤仔扯爛了。、華語翻譯：他的衣服被鉤子扯破了！,【四縣腔－外在活動與動作－41】厥衫分鉤仔扯爛了。【gia′ sam′ bun′ gieu′e‵ ca‵ lan le′】衣服一不小心就被尖銳的釘子刺破了～後來又因為洗衣機的洗衣程序，導致衣服越來越大洞，最後整件衣服就報銷了～學習更多客語：哈客網路學院；哈客網路學院；每日一客語；逐日一客語；客家委員會；客家話好簡單；hahkka；hakkalanguage,https://elearning.hakka.gov.tw/base/10001/door//%E5%BB%A3%E5%91%8A%E8%BC%AA%E6%92%AD%E5%8D%80/0511-41.jpg,https://elearning.hakka.gov.tw/base/10001/door//2023.05/11-30%E8%99%9F/41.m4a
202305,20230510,週三,填空,圖文,心理活動與感覺,40,知道的客語是？𠊎________。我知道。,【四縣腔－心理活動與感覺－40】𠊎知。【ngaiˇ di′】當別人正在告訴你某個消息或指示的時候，應該要適度的回應，尤其當你已經理解了或是接受了指示！除了「好」之外，還能用「我知道」來回覆唷～這樣跟別人說話才有禮貌～學習更多客語：哈客網路學院；哈客網路學院；每日一客語；逐日一客語；客家委員會；客家話好簡單；hahkka；hakkalanguage,https://elearning.hakka.gov.tw/base/10001/door//%E5%BB%A3%E5%91%8A%E8%BC%AA%E6%92%AD%E5%8D%80/0510-40.jpg,https://elearning.hakka.gov.tw/base/10001/door//2023.05/40.m4a
202305,20230509,週二,圖文,圖文,人體與醫療,39,客家單字：著傷、客家音標：cog song′、客家例句：阿爸膝頭著傷。、華語翻譯：爸爸膝蓋受傷。,【四縣腔－人體醫療－39】阿爸膝頭著傷。【a′ ba′ qid‵ teuˇ cog song′】如果剛受傷有腫脹或疼痛，可以在膝蓋上放置一些冰袋或使用冰敷墊，幫助緩解疼痛和腫脹唷～學習更多客語：哈客網路學院；哈客網路學院；每日一客語；逐日一客語；客家委員會；客家話好簡單；hahkka；hakkalanguage,https://elearning.hakka.gov.tw/base/10001/door//%E5%BB%A3%E5%91%8A%E8%BC%AA%E6%92%AD%E5%8D%80/0509-39.jpg,https://elearning.hakka.gov.tw/base/10001/door//2023.05/39.m4a
202305,20230508,週一,諺語／填空,圖文,諺語老古人言/社會關係與行為,38,客家例句：苦瓜雖苦連皮食，甘蔗恁甜愛呸渣。、華語翻譯：意思是任何事物都有其欠缺之處，要多學習欣賞他人的能力和優點。,【四縣腔－諺語老古人言－38】苦瓜雖苦連皮食，甘蔗恁甜愛呸渣。【fu‵ gua′ sui′ fu‵ lienˇ piˇ siid，gam′ za an‵ tiamˇ oi pi za′】意思是任何事物都有其欠缺之處，要多學習欣賞他人的能力和優點。學習更多客語：哈客網路學院；哈客網路學院；每日一客語；逐日一客語；客家委員會；客家話好簡單；hahkka；hakkalanguage,https://elearning.hakka.gov.tw/base/10001/door//%E5%BB%A3%E5%91%8A%E8%BC%AA%E6%92%AD%E5%8D%80/0508-38.jpg,https://elearning.hakka.gov.tw/base/10001/door//2023.05/38.m4a
202305,20230507,週日,圖文,圖文,居家生活,37,客家單字：布 （布仔）、客家音標：bu (bu e‵)、客家例句：剪布／布仔來做衫褲。、華語翻譯：剪布來做衣服。,【四縣腔－居家生活－37】剪布／布仔來做衫褲。【jien‵ bu (bu e‵) loiˇ zo sam′ fu】聽媽媽說，她年輕的時候在紡織廠工作，每天都要剪布來做衣服，反覆做著一樣的事情，現在才有一身絕活，能在家開間縫補店！學習更多客語：哈客網路學院；哈客網路學院；每日一客語；逐日一客語；客家委員會；客家話好簡單；hahkka；hakkalanguage,https://elearning.hakka.gov.tw/base/10001/door//%E5%BB%A3%E5%91%8A%E8%BC%AA%E6%92%AD%E5%8D%80/0507-37.jpg,https://elearning.hakka.gov.tw/base/10001/door//2023.05/37.m4a
202305,20230506,週六,攝影,照片,抽象概念與形容,36,客家例句：吾姊比𠊎還較矮。、華語翻譯：我姊姊比我還矮。,【四縣腔－抽象概念與形容－36】吾姊比𠊎還較矮。【nga′ji‵bi‵ngaiˇ hanˇ ka ai‵】從小除了喜歡運動，外加充足的睡眠，讓我的身高比姐姐還高了許多～大家還以為我才是姐姐呢！學習更多客語：哈客網路學院；哈客網路學院；每日一客語；逐日一客語；客家委員會；客家話好簡單；hahkka；hakkalanguage,https://elearning.hakka.gov.tw/base/10001/door//%E5%BB%A3%E5%91%8A%E8%BC%AA%E6%92%AD%E5%8D%80/0506-36.jpg,https://elearning.hakka.gov.tw/base/10001/door//2023.05/36.m4a
202305,20230505,週五,圖文,圖文,事物狀態與變化,35,客家單字：跌忒、客家音標：died‵ ted‵、客家例句：鎖匙跌忒了。、華語翻譯：鑰匙遺失了。,【四縣腔－事物狀態與變化－35】鎖匙跌忒了。【so‵ sii‵ died‵ ted‵ le′】小編也有遺失鑰匙的經驗啊～避免鑰匙遺失，小編會掛上一個鈴鐺，哪天它掉在地上了，就會發出清脆響亮的聲音，就能避免不見啦～你們有什麼妙招呢？歡迎以下留言分享唷～學習更多客語：哈客網路學院；哈客網路學院；每日一客語；逐日一客語；客家委員會；客家話好簡單；hahkka；hakkalanguage,https://elearning.hakka.gov.tw/base/10001/door//%E5%BB%A3%E5%91%8A%E8%BC%AA%E6%92%AD%E5%8D%80/0505-35.jpg,https://elearning.hakka.gov.tw/base/10001/door//2023.05/35.m4a
202305,20230504,週四,攝影,照片,外在活動與動作,34,客家例句：放佢去！、華語翻譯：由他去！,【四縣腔－外在活動與動作－34】放佢去！【biong giˇ hi 】由他去吧！對某事或某人不做任何干預，任由它自然發展！這讓小編想到．．．小孩的教育方式，哈編也是讓他們自行探索，「放佢去！」學習更多客語：哈客網路學院；哈客網路學院；每日一客語；逐日一客語；客家委員會；客家話好簡單；hahkka；hakkalanguage,https://elearning.hakka.gov.tw/base/10001/door//%E5%BB%A3%E5%91%8A%E8%BC%AA%E6%92%AD%E5%8D%80/0504-34.jpg,https://elearning.hakka.gov.tw/base/10001/door//2023.05/0504-34.mp4
202305,20230503,週三,填空,圖文,心理活動與感覺,33,客家單字：著驚、客家音標：cog giang′、客家例句：嬰兒仔著驚著，歸暗晡都毋好睡。、華語翻譯：小嬰兒受驚嚇，整夜都睡不安穩。,【四縣腔－心理活動與感覺－33】嬰兒仔著驚著，歸暗晡都毋好睡。【o′ nga e‵ cog giang′ do‵，gui′ am bu′ du mˇ ho‵ soi】小嬰兒容易因為，噪音以及突然的動作或姿勢，而受到驚嚇，導致晚上哭鬧連連～哈粉們有什麼方法，可以減少小嬰兒的驚恐反應呢？歡迎以下留言唷~學習更多客語：哈客網路學院；哈客網路學院；每日一客語；逐日一客語；客家委員會；客家話好簡單；hahkka；hakkalanguage,https://elearning.hakka.gov.tw/base/10001/door//%E5%BB%A3%E5%91%8A%E8%BC%AA%E6%92%AD%E5%8D%80/0503-33.jpg,https://elearning.hakka.gov.tw/base/10001/door//2023.05/33.mp3
202305,20230502,週二,圖文,圖文,人體與醫療,32,客家單字：發燒、客家音標：fad‵ seu′、客家例句：今晡日請假，因為𠊎發燒了。、華語翻譯：今天請假，因為我發燒了。,【四縣腔－人體醫療－32】今晡日請假，因為𠊎發燒了。【gim′ bu′ ngid‵ qiang‵ ga‵，in′ vi ngaiˇ fad‵ seu′ le′】發燒了！身體相當不舒服，請假在家能有充足的休息，好好的照顧自己，讓身體盡快康復唷～學習更多客語：哈客網路學院；哈客網路學院；每日一客語；逐日一客語；客家委員會；客家話好簡單；hahkka；hakkalanguage,https://elearning.hakka.gov.tw/base/10001/door//%E5%BB%A3%E5%91%8A%E8%BC%AA%E6%92%AD%E5%8D%80/0502-32.jpg,https://elearning.hakka.gov.tw/base/10001/door//2023.05/32.m4a
202305,20230501,週一,諺語／填空,圖文,諺語老古人言/社會關係與行為,31,客家單字：勞工、客家音標：loˇ gung′、客家例句：今晡日係勞動節，勞工有好放尞一日。、華語翻譯：今天是勞動節，勞工可以放假一天。,【四縣腔－勞動節－31】今晡日係勞動節，勞工有好放尞一日。【gim′ bu′ ngid‵ he loˇ tung jied‵， loˇ gung′ iu′ ho‵ biong liau id‵ ngid‵】今天是勞動節，許多國家也都會在這一天放假，也被稱為國際勞動節～小編要跟所有的勞工朋友們說聲：「辛苦了！」學習更多客語：哈客網路學院；哈客網路學院；每日一客語；逐日一客語；客家委員會；客家話好簡單；hahkka；hakkalanguage,https://elearning.hakka.gov.tw/base/10001/door//%E5%BB%A3%E5%91%8A%E8%BC%AA%E6%92%AD%E5%8D%80/0501-31.jpg,https://elearning.hakka.gov.tw/base/10001/door//2023.05/31.m4a
202304,20230430,週日,圖文,圖文,居家生活,30,客家單字：筆、客家音標：bid‵、客家例句：這支筆當毋好寫。、華語翻譯：這支筆很不好寫。,【四縣腔－居家生活－30】這支筆當毋好寫。【ia‵ gi′ bid‵ dong′ mˇ ho‵ xia‵】逛街看到一些便宜的筆就會想買來寫寫看，有時候會買到品質不太好的，寫沒幾個字就寫不出來了！學習更多客語：哈客網路學院；哈客網路學院；每日一客語；逐日一客語；客家委員會；客家話好簡單；hahkka；hakkalanguage,https://elearning.hakka.gov.tw/base/10001/door//%E5%BB%A3%E5%91%8A%E8%BC%AA%E6%92%AD%E5%8D%80/0430-30.jpg,https://elearning.hakka.gov.tw/base/10001/door//4%E6%9C%88%E9%9F%B3%E6%AA%94/30.m4a
202304,20230429,週六,攝影,照片,抽象概念與形容,29,客家例句：正餐毋食，歸個人瘦夾夾仔。、華語翻譯：不吃正餐，整個人瘦巴巴。,【四縣腔－抽象概念與形容－29】正餐毋食，歸個人瘦夾夾仔。【ziin con′ mˇ siid，gui′ ge nginˇ ceu giab giab e‵】不吃正餐是不健康的飲食習慣，會導致營養不均衡、體力下降和身體虛弱唷～快來和小編一起21天習慣養成計劃！三餐定時定量！把肌肉養起來～不再瘦巴巴～學習更多客語：哈客網路學院；哈客網路學院；每日一客語；逐日一客語；客家委員會；客家話好簡單；hahkka；hakkalanguage,https://elearning.hakka.gov.tw/base/10001/door//%E5%BB%A3%E5%91%8A%E8%BC%AA%E6%92%AD%E5%8D%80/0429-29.jpg,https://elearning.hakka.gov.tw/base/10001/door//4%E6%9C%88%E9%9F%B3%E6%AA%94/29.m4a
202304,20230428,週五,圖文,圖文,事物狀態與變化,28,客家單字：得著、客家音標：ded‵ do‵、客家例句：佢今年个考績得著甲等。、華語翻譯：他今年的考績得到甲等。,【四縣腔－事物狀態與變化－28】佢今年个考績得著甲等。【giˇ gim′ ngienˇ  ge kau‵ jid‵ ded‵ do‵ gab‵ den‵】哇～拿到考績甲等，是非常優秀的喔！需要在業務上相當認真、努力地付出！才有機會拿到甲等，要繼續努力，堅持下去唷！學習更多客語：哈客網路學院；哈客網路學院；每日一客語；逐日一客語；客家委員會；客家話好簡單；hahkka；hakkalanguage,https://elearning.hakka.gov.tw/base/10001/door//%E5%BB%A3%E5%91%8A%E8%BC%AA%E6%92%AD%E5%8D%80/0428-28.jpg,https://elearning.hakka.gov.tw/base/10001/door//4%E6%9C%88%E9%9F%B3%E6%AA%94/28.m4a
202304,20230427,週四,攝影,照片,外在活動與動作,27,客家例句：該隻鷂婆在天頂飛來飛去。、華語翻譯：那隻老鷹在天上飛來飛去。,【四縣腔－外在活動與動作－27】該隻鷂婆在天頂飛來飛去。【ge zag‵ ieu poˇ  cai tien′ dang‵ bi′ loiˇ  bi′ hi 】如果有機會觀察老鷹在天空飛翔的場景，這絕對是一個讓人很享受的畫面，哈編每每看見空中翱翔的老鷹，都可以感受到自在的感覺呢！學習更多客語：哈客網路學院；哈客網路學院；每日一客語；逐日一客語；客家委員會；客家話好簡單；hahkka；hakkalanguage,https://elearning.hakka.gov.tw/base/10001/door//%E5%BB%A3%E5%91%8A%E8%BC%AA%E6%92%AD%E5%8D%80/0427-27.jpg,https://elearning.hakka.gov.tw/base/10001/door//4%E6%9C%88%E9%9F%B3%E6%AA%94/27.m4a
202304,20230426,週三,填空,圖文,心理活動與感覺,26,理會的客語是？ 莫____佢！不要理他！,【四縣腔－心理活動與感覺－26】cab‵ 這是什麼意思？要怎麼寫呢？莫插佢！【mog cab‵ giˇ 】學習更多客語：哈客網路學院；哈客網路學院；每日一客語；逐日一客語；客家委員會；客家話好簡單；hahkka；hakkalanguage,https://elearning.hakka.gov.tw/base/10001/door//%E5%BB%A3%E5%91%8A%E8%BC%AA%E6%92%AD%E5%8D%80/0426-26.jpg,https://elearning.hakka.gov.tw/base/10001/door//4%E6%9C%88%E9%9F%B3%E6%AA%94/26.m4a
202304,20230425,週二,圖文,圖文,人體與醫療,25,客家單字：嗽、客家音標：cug、客家例句：寒著緊嗽。、華語翻譯：感冒一直咳嗽。,【四縣腔－人體醫療－25】寒著緊嗽。【honˇ do‵ gin‵ cug】喉嚨不舒服要多多喝水唷～並且增加維生素礦物質的攝取讓感冒的症狀快快解除！學習更多客語：哈客網路學院；哈客網路學院；每日一客語；逐日一客語；客家委員會；客家話好簡單；hahkka；hakkalanguage,https://elearning.hakka.gov.tw/base/10001/door//%E5%BB%A3%E5%91%8A%E8%BC%AA%E6%92%AD%E5%8D%80/0425-25.jpg,https://elearning.hakka.gov.tw/base/10001/door//4%E6%9C%88%E9%9F%B3%E6%AA%94/25.m4a
202304,20230424,週一,諺語／填空,圖文,諺語老古人言/社會關係與行為,24,客家例句：刀無磨會生鹵，人無學會落後。、華語翻譯：刀子不磨會生鏽，人若疏於學習就會退步。,【四縣腔－諺語老古人言－24】刀無磨會生鹵，人無學會落後。【do′ moˇ mo voi sang′ lu′，nginˇ moˇ hog voi log heu】刀子不磨會生鏽，人若疏於學習就會退步。學習更多客語：哈客網路學院；哈客網路學院；每日一客語；逐日一客語；客家委員會；客家話好簡單；hahkka；hakkalanguage,https://elearning.hakka.gov.tw/base/10001/door//%E5%BB%A3%E5%91%8A%E8%BC%AA%E6%92%AD%E5%8D%80/0424-24.jpg,https://elearning.hakka.gov.tw/base/10001/door//4%E6%9C%88%E9%9F%B3%E6%AA%94/24.m4a
202304,20230423,週日,圖文,圖文,居家生活,23,客家單字：壁、客家音標：biag‵、客家例句：壁項有一隻黃蚻。、華語翻譯：牆壁上有一隻蟑螂。,【四縣腔－居家生活－23】壁項有一隻黃蚻。【biag‵ hong iu′ id‵ zag‵ vongˇ cad 】蟑螂好可怕啊～小編最怕蟑螂了！尤其會飛的蟑螂，會從這面牆飛到另一面牆，飛來飛去的，怎麼打都打不到～誰跟小編一樣害怕蟑螂這個生物？歡迎以下留言．．．（（讓小編知道自己並不孤單。學習更多客語：哈客網路學院；哈客網路學院；每日一客語；逐日一客語；客家委員會；客家話好簡單；hahkka；hakkalanguage,https://elearning.hakka.gov.tw/base/10001/door//%E5%BB%A3%E5%91%8A%E8%BC%AA%E6%92%AD%E5%8D%80/0423-23.jpg,https://elearning.hakka.gov.tw/base/10001/door//4%E6%9C%88%E9%9F%B3%E6%AA%94/23.m4a
202304,20230422,週六,攝影,照片,抽象概念與形容,22,客家例句：𠊎好食脆脆个香瓜。、華語翻譯：我喜歡吃脆脆的香瓜。,【四縣腔－抽象概念與形容－22】𠊎好食脆脆个香瓜。【ngaiˇ hau siid coi coi(ce ce) ge hiong′ gua′】每個人喜歡的食物口感略有不同，如果您喜歡脆脆的口感，可以選擇適當成熟度的香瓜，不要太熟透，也不要太生的，這樣口感會很好唷～學習更多客語：哈客網路學院；哈客網路學院；每日一客語；逐日一客語；客家委員會；客家話好簡單；hahkka；hakkalanguage,https://elearning.hakka.gov.tw/base/10001/door//%E5%BB%A3%E5%91%8A%E8%BC%AA%E6%92%AD%E5%8D%80/0422-22.jpg,https://elearning.hakka.gov.tw/base/10001/door//4%E6%9C%88%E9%9F%B3%E6%AA%94/22.m4a
202304,20230421,週五,圖文,圖文,事物狀態與變化,21,客家單字：出現、客家音標：cud‵ hien、客家例句：罕得看你出現，恁久無閒麼个？、華語翻譯：難得看你出現，最近在忙什麼？,【四縣腔－事物狀態與變化－21】罕得看你出現，恁久無閒麼个？【han‵ ded‵ kon nˇ cud‵ hien，an‵ giu‵ moˇ hanˇ ma‵ ge】看到很少見面的朋友或是鄰居，欲上前關心對方的近況，該說什麼好呢？罕得看你 出現 ，  恁 久 無閒麼 ?？【han‵ ded‵ kon nˇ cud‵ hien，an‵ giu‵ moˇ hanˇ ma‵ ge】罕得看你出現，恁久無閒麼?？罕得看你出現，恁久無閒麼?？趕快學起來～多說幾次就會囉～學習更多客語：哈客網路學院；哈客網路學院；每日一客語；逐日一客語；客家委員會；客家話好簡單；hahkka；hakkalanguage,https://elearning.hakka.gov.tw/base/10001/door//%E5%BB%A3%E5%91%8A%E8%BC%AA%E6%92%AD%E5%8D%80/0421-21.jpg,https://elearning.hakka.gov.tw/base/10001/door//4%E6%9C%88%E9%9F%B3%E6%AA%94/21.m4a
202304,20230420,週四,攝影,照片,外在活動與動作,20,客家例句：背等書包仔去上課。、華語翻譯：背著書包去上課。,【四縣腔－外在活動與動作－20】背等書包仔去上課。【baˇ den‵ su′ bau′ e‵  hi song ko 】現在學生課業壓力大，學生的書包一個比一個還來得重啊～小編提醒！背書包時，應該注意正確的姿勢，以及控制書包的重量，才能保護好學生還正在發育的身體唷～學習更多客語：哈客網路學院；哈客網路學院；每日一客語；逐日一客語；客家委員會；客家話好簡單；hahkka；hakkalanguage,https://elearning.hakka.gov.tw/base/10001/door//%E5%BB%A3%E5%91%8A%E8%BC%AA%E6%92%AD%E5%8D%80/0420-20.jpg,https://elearning.hakka.gov.tw/base/10001/door//4%E6%9C%88%E9%9F%B3%E6%AA%94/20.m4a
202304,20230419,週三,填空,圖文,心理活動與感覺,19,做夢的客語是？ 這駁仔睡目當輒_____。最近睡覺很常做夢。,【四縣腔－心理活動與感覺－19】bod‵ mung 這是什麼意思？要怎麼寫呢？ 這駁仔睡目當輒發夢。【ia‵ bog‵ eˇ soi mug‵ dong′ jiab bod‵ mung】學習更多客語：哈客網路學院；哈客網路學院；每日一客語；逐日一客語；客家委員會；客家話好簡單；hahkka；hakkalanguage,https://elearning.hakka.gov.tw/base/10001/door//%E5%BB%A3%E5%91%8A%E8%BC%AA%E6%92%AD%E5%8D%80/0419-19.jpg,https://elearning.hakka.gov.tw/base/10001/door//4%E6%9C%88%E9%9F%B3%E6%AA%94/19.m4a
202304,20230418,週二,圖文,圖文,人體與醫療,18,客家單字：康健 （健康）、客家音標：kong′ kien (kien kong′)、客家例句：身體康健/健康。、華語翻譯：身體健康。,【四縣腔－人體醫療－18】身體康健／健康。【siin′ ti‵ kong′ kien／kien kong′】維持身體健康需要多方面的努力，例如均衡飲食、規律運動、充足睡眠、保持心情愉悅等，可以讓我們更容易地維持身體的健康唷～學習更多客語：哈客網路學院；哈客網路學院；每日一客語；逐日一客語；客家委員會；客家話好簡單；hahkka；hakkalanguage,https://elearning.hakka.gov.tw/base/10001/door//%E5%BB%A3%E5%91%8A%E8%BC%AA%E6%92%AD%E5%8D%80/0418-18.jpg,https://elearning.hakka.gov.tw/base/10001/door//4%E6%9C%88%E9%9F%B3%E6%AA%94/18.m4a
